TransactionID,CustomerID,ProductID,PurchaseDate,Quantity,UnitPrice,TotalAmount,StoreLocation,PaymentType,PurchaseDateRaw,ProductName,Category,Department,CustomerSegment,AgeGroup,LoyaltyTier,Region,BasketItemCount,BasketValue,BasketSizeSegment
T00184,C011,P015,2025-08-19,1,2.8,2.8,Hilltop,Card,08/19/2025,Bagels,Bakery,Fresh Food,Senior,60+,Not Enrolled,East,5,20.96,Large
T00095,C018,P034,2025-05-21,2,3.9,7.8,Riverside,Voucher,2025-05-21,Cereal,Pantry,Grocery,Young Singles,26-40,Bronze,East,2,9.9,Small
T00163,C026,P044,2025-07-20,2,5.5,11.0,Eastpark,Card,2025-07-20,Paper Towels,Household,Non-Food,Family,41-60,Silver,North,3,18.0,Small
T00157,C026,P041,2025-07-19,1,4.6,4.6,Eastpark,Cash,19-07-2025,Ice Cream,Frozen,Grocery,Family,41-60,Silver,North,4,14.0,Large
T00232,C008,P033,2025-10-30,1,4.2,4.2,Eastpark,Mobile,2025-10-30,Rice,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,1,4.2,Single
T00240,C042,P006,2025-10-24,4,0.85,3.4,Downtown,Card,2025-10-24,Carrots,Produce,Fresh Food,Student,18-25,Silver,East,3,18.58,Small
T00065,C036,P023,2025-04-05,1,8.9,8.9,Downtown,Cash,2025-04-05,Coffee Beans,Beverages,Grocery,Premium Shopper,41-60,Bronze,North,3,22.5,Small
T00311,C005,P011,2025-12-10,3,3.8,11.4,Riverside,Voucher,2025-12-10,Butter,Dairy,Fresh Food,Young Singles,26-40,Not Enrolled,South,4,23.8,Large
T00097,C052,P011,2025-05-03,2,3.8,7.6,Hilltop,Mobile,05/03/2025,Butter,Dairy,Fresh Food,Young Singles,26-40,Not Enrolled,East,3,21.6,Small
T00153,C030,P041,2025-07-07,1,4.6,4.6,Downtown,Card,2025-07-07,Ice Cream,Frozen,Grocery,Family,41-60,Bronze,West,3,19.8,Small
T00066,C037,P007,2025-04-04,2,1.5,3.0,Eastpark,Card,2025-04-04,Avocado,Produce,Fresh Food,Young Singles,26-40,Not Enrolled,South,2,11.9,Small
T00265,C019,P001,2025-11-28,5,0.59,2.95,Riverside,Cash,2025-11-28,Bananas,Produce,Fresh Food,Young Singles,26-40,Silver,North,3,18.55,Small
T00222,C053,P023,2025-10-19,1,8.9,8.9,Riverside,Card,10/19/2025,Coffee Beans,Beverages,Grocery,Senior,60+,Not Enrolled,South,5,39.5,Large
T00211,C029,P039,2025-09-25,5,2.8,14.0,Riverside,Voucher,2025-09-25,Jam,Pantry,Grocery,Premium Shopper,41-60,Silver,East,3,38.7,Small
T00247,C046,P044,2025-11-11,1,5.5,5.5,Downtown,Mobile,2025-11-11,Paper Towels,Household,Non-Food,Premium Shopper,41-60,Silver,Central,4,40.6,Large
T00067,C036,P043,2025-04-28,3,3.0,9.0,Eastpark,Cash,2025-04-28,Frozen Fries,Frozen,Grocery,Premium Shopper,41-60,Bronze,North,1,9.0,Single
T00234,C021,P043,2025-10-22,4,3.0,12.0,Westgate,Mobile,2025-10-22,Frozen Fries,Frozen,Grocery,Family,41-60,Bronze,South,4,23.39,Large
T00219,C018,P001,2025-10-07,3,0.59,1.77,Westgate,Cash,10/07/2025,Bananas,Produce,Fresh Food,Young Singles,26-40,Bronze,East,6,31.47,Large
T00020,C045,P008,2025-02-26,4,2.1,8.4,Eastpark,Cash,2025-02-26,Whole Milk,Dairy,Fresh Food,Student,18-25,Silver,East,5,44.1,Large
T00279,C048,P036,2025-12-01,2,7.8,15.6,Downtown,Voucher,2025-12-01,Olive Oil,Pantry,Grocery,Student,18-25,Bronze,South,4,31.3,Large
T00209,C017,P045,2025-09-15,3,2.9,8.7,Riverside,Mobile,2025-09-15,Dish Soap,Household,Non-Food,Senior,60+,Bronze,North,2,11.7,Small
T00062,C059,P040,2025-04-23,1,5.2,5.2,Westgate,Card,2025-04-23,Frozen Pizza,Frozen,Grocery,Budget Shopper,26-40,Gold,Central,4,43.9,Large
T00098,C051,P024,2025-05-07,4,3.6,14.4,Riverside,Card,2025-05-07,Tea Bags,Beverages,Grocery,Young Singles,26-40,Bronze,West,3,26.0,Small
T00248,C004,P023,2025-11-22,3,8.9,26.7,Riverside,Card,11/22/2025,Coffee Beans,Beverages,Grocery,Young Singles,26-40,Bronze,North,7,79.8,Large
T00020,C045,P043,2025-02-26,4,3.0,12.0,Eastpark,Cash,2025-02-26,Frozen Fries,Frozen,Grocery,Student,18-25,Silver,East,5,44.1,Large
T00003,C028,P042,2025-01-12,1,2.4,2.4,Westgate,Cash,01/12/2025,Frozen Vegetables,Frozen,Grocery,Budget Shopper,26-40,Not Enrolled,South,4,14.2,Large
T00207,C014,P017,2025-09-11,1,6.5,6.5,Riverside,Card,2025-09-11,Chicken Breast,Meat,Fresh Food,Senior,60+,Silver,West,6,25.4,Large
T00315,C021,P010,2025-12-28,1,3.2,3.2,Downtown,Mobile,28-12-2025,Greek Yogurt,Dairy,Fresh Food,Family,41-60,Bronze,South,5,43.9,Large
T00248,C004,P042,2025-11-22,3,2.4,7.2,Riverside,Card,11/22/2025,Frozen Vegetables,Frozen,Grocery,Young Singles,26-40,Bronze,North,7,79.8,Large
T00019,C057,P016,2025-02-14,3,3.1,9.3,Eastpark,Card,2025-02-14,Croissant,Bakery,Fresh Food,Student,18-25,Bronze,Central,3,23.7,Small
T00018,C053,P002,2025-01-03,1,1.2,1.2,Riverside,Mobile,2025-01-03,Apples,Produce,Fresh Food,Senior,60+,Not Enrolled,South,2,6.6,Small
T00202,C038,P028,2025-09-13,1,2.9,2.9,Downtown,Card,2025-09-13,Cookies,Snacks,Grocery,Student,18-25,Bronze,North,6,37.8,Large
T00174,C060,P013,2025-08-04,1,1.9,1.9,Riverside,Card,2025-08-04,White Bread,Bakery,Fresh Food,Student,18-25,Silver,East,6,26.8,Large
T00022,C009,P035,2025-02-03,3,2.1,6.3,Riverside,Card,2025-02-03,Sugar,Pantry,Grocery,Senior,60+,Silver,North,4,12.7,Large
T00199,C055,P016,2025-09-19,2,3.1,6.2,Westgate,Card,09/19/2025,Croissant,Bakery,Fresh Food,Student,18-25,Bronze,North,5,51.0,Large
T00180,C044,P017,2025-08-18,2,6.5,13.0,Riverside,Mobile,18-08-2025,Chicken Breast,Meat,Fresh Food,Budget Shopper,26-40,Not Enrolled,North,5,32.9,Large
T00134,C016,P020,2025-06-16,1,1.6,1.6,Riverside,Card,06/16/2025,Cola,Beverages,Grocery,Young Singles,26-40,Bronze,Central,5,18.1,Large
T00028,C026,P050,2025-02-13,3,2.2,6.6,Riverside,Card,2025-02-13,Hand Soap,Personal Care,Non-Food,Family,41-60,Silver,North,4,18.4,Large
T00213,C037,P007,2025-09-05,3,1.5,4.5,Eastpark,Cash,05-09-2025,Avocado,Produce,Fresh Food,Young Singles,26-40,Not Enrolled,South,2,7.8,Small
T00191,C008,P006,2025-08-14,3,0.85,2.55,Eastpark,Card,08/14/2025,Carrots,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,3,11.35,Small
T00244,C038,P009,2025-11-22,2,4.5,9.0,Downtown,Mobile,2025-11-22,Cheddar Cheese,Dairy,Fresh Food,Student,18-25,Bronze,North,4,37.78,Large
T00290,C054,P035,2025-12-16,1,2.1,2.1,Downtown,Card,2025-12-16,Sugar,Pantry,Grocery,Premium Shopper,41-60,Gold,North,3,20.7,Small
T00278,C003,P018,2025-12-22,1,7.2,7.2,Hilltop,Card,2025-12-22,Ground Beef,Meat,Fresh Food,Student,18-25,Silver,Central,2,9.4,Small
T00256,C056,P040,2025-11-07,3,5.2,15.6,Westgate,Mobile,2025-11-07,Frozen Pizza,Frozen,Grocery,Premium Shopper,41-60,Silver,South,5,41.7,Large
T00118,C042,P035,2025-06-10,4,2.1,8.4,Downtown,Mobile,2025-06-10,Sugar,Pantry,Grocery,Student,18-25,Silver,East,3,35.1,Small
T00109,C026,P039,2025-06-04,1,2.8,2.8,Hilltop,Mobile,2025-06-04,Jam,Pantry,Grocery,Family,41-60,Silver,North,6,42.0,Large
T00133,C038,P043,2025-06-18,3,3.0,9.0,Riverside,Cash,2025-06-18,Frozen Fries,Frozen,Grocery,Student,18-25,Bronze,North,3,20.1,Small
T00053,C033,P022,2025-03-17,2,1.1,2.2,Hilltop,Mobile,2025-03-17,Sparkling Water,Beverages,Grocery,Premium Shopper,41-60,Not Enrolled,Central,5,26.5,Large
T00137,C033,P049,2025-07-12,1,2.7,2.7,Westgate,Cash,07/12/2025,Toothpaste,Personal Care,Non-Food,Premium Shopper,41-60,Not Enrolled,Central,4,23.7,Large
T00119,C054,P025,2025-06-02,2,2.2,4.4,Westgate,Mobile,2025-06-02,Energy Drink,Beverages,Grocery,Premium Shopper,41-60,Gold,North,4,12.7,Large
T00286,C023,P045,2025-12-17,1,2.9,2.9,Westgate,Mobile,12/17/2025,Dish Soap,Household,Non-Food,Premium Shopper,41-60,Bronze,Central,3,12.8,Small
T00055,C041,P009,2025-03-03,1,4.5,4.5,Westgate,Voucher,2025-03-03,Cheddar Cheese,Dairy,Fresh Food,Young Singles,26-40,Silver,North,3,14.3,Small
T00156,C055,P017,2025-07-27,1,6.5,6.5,Westgate,Mobile,2025-07-27,Chicken Breast,Meat,Fresh Food,Student,18-25,Bronze,North,2,15.9,Small
T00157,C026,P035,2025-07-19,2,2.1,4.2,Eastpark,Cash,19-07-2025,Sugar,Pantry,Grocery,Family,41-60,Silver,North,4,14.0,Large
T00311,C005,P025,2025-12-10,2,2.2,4.4,Riverside,Voucher,2025-12-10,Energy Drink,Beverages,Grocery,Young Singles,26-40,Not Enrolled,South,4,23.8,Large
T00138,C027,P041,2025-07-24,2,4.6,9.2,Hilltop,Card,2025-07-24,Ice Cream,Frozen,Grocery,Family,41-60,Silver,East,3,17.7,Small
T00174,C060,P022,2025-08-04,1,1.1,1.1,Riverside,Card,2025-08-04,Sparkling Water,Beverages,Grocery,Student,18-25,Silver,East,6,26.8,Large
T00249,C025,P004,2025-11-30,2,1.4,2.8,Westgate,Card,11/30/2025,Lettuce,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,4,32.77,Large
T00241,C024,P050,2025-10-11,2,2.2,4.4,Downtown,Mobile,10/11/2025,Hand Soap,Personal Care,Non-Food,Student,18-25,Not Enrolled,West,3,18.0,Small
T00165,C011,P032,2025-08-18,2,2.7,5.4,Westgate,Card,2025-08-18,Pasta Sauce,Pantry,Grocery,Senior,60+,Not Enrolled,East,5,34.5,Large
T00083,C052,P050,2025-05-10,2,2.2,4.4,Westgate,Mobile,2025-05-10,Hand Soap,Personal Care,Non-Food,Young Singles,26-40,Not Enrolled,East,4,14.4,Large
T00108,C035,P035,2025-06-10,2,2.1,4.2,Downtown,Mobile,2025-06-10,Sugar,Pantry,Grocery,Senior,60+,Not Enrolled,South,5,25.1,Large
T00129,C026,P030,2025-06-18,1,2.3,2.3,Eastpark,Card,18-06-2025,Pretzels,Snacks,Grocery,Family,41-60,Silver,North,5,20.4,Large
T00008,C009,P001,2025-01-13,2,0.59,1.18,Hilltop,Cash,13-01-2025,Bananas,Produce,Fresh Food,Senior,60+,Silver,North,6,29.18,Large
T00241,C024,P040,2025-10-11,2,5.2,10.4,Downtown,Mobile,10/11/2025,Frozen Pizza,Frozen,Grocery,Student,18-25,Not Enrolled,West,3,18.0,Small
T00136,C045,P050,2025-07-08,1,2.2,2.2,Eastpark,Mobile,2025-07-08,Hand Soap,Personal Care,Non-Food,Student,18-25,Silver,East,2,9.0,Small
T00041,C026,P004,2025-03-25,1,1.4,1.4,Eastpark,Mobile,2025-03-25,Lettuce,Produce,Fresh Food,Family,41-60,Silver,North,5,17.7,Large
T00153,C030,P040,2025-07-07,2,5.2,10.4,Downtown,Card,2025-07-07,Frozen Pizza,Frozen,Grocery,Family,41-60,Bronze,West,3,19.8,Small
T00275,C035,P027,2025-11-28,1,1.3,1.3,Westgate,Cash,2025-11-28,Chocolate Bar,Snacks,Grocery,Senior,60+,Not Enrolled,South,6,38.0,Large
T00076,C033,P019,2025-04-12,1,5.4,5.4,Downtown,Card,2025-04-12,Bacon,Meat,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,1,5.4,Single
T00091,C031,P050,2025-05-18,2,2.2,4.4,Hilltop,Card,2025-05-18,Hand Soap,Personal Care,Non-Food,Student,18-25,Bronze,East,2,5.8,Small
T00182,C042,P028,2025-08-22,3,2.9,8.7,Downtown,Card,2025-08-22,Cookies,Snacks,Grocery,Student,18-25,Silver,East,6,21.6,Large
T00275,C035,P012,2025-11-28,1,2.6,2.6,Westgate,Cash,2025-11-28,Eggs,Dairy,Fresh Food,Senior,60+,Not Enrolled,South,6,38.0,Large
T00269,C052,P039,2025-11-14,1,2.8,2.8,Hilltop,Mobile,2025-11-14,Jam,Pantry,Grocery,Young Singles,26-40,Not Enrolled,East,3,15.7,Small
T00048,C056,P003,2025-03-23,1,1.8,1.8,Downtown,Card,2025-03-23,Tomatoes,Produce,Fresh Food,Premium Shopper,41-60,Silver,South,6,35.9,Large
T00109,C026,P049,2025-06-04,4,2.7,10.8,Hilltop,Mobile,2025-06-04,Toothpaste,Personal Care,Non-Food,Family,41-60,Silver,North,6,42.0,Large
T00248,C004,P004,2025-11-22,1,1.4,1.4,Riverside,Card,11/22/2025,Lettuce,Produce,Fresh Food,Young Singles,26-40,Bronze,North,7,79.8,Large
T00043,C054,P025,2025-03-14,1,2.2,2.2,Westgate,Voucher,2025-03-14,Energy Drink,Beverages,Grocery,Premium Shopper,41-60,Gold,North,3,12.5,Small
T00198,C002,P050,2025-09-06,2,2.2,4.4,Hilltop,Cash,2025-09-06,Hand Soap,Personal Care,Non-Food,Family,41-60,Not Enrolled,North,5,25.4,Large
T00299,C012,P040,2025-12-03,1,5.2,5.2,Riverside,Card,2025-12-03,Frozen Pizza,Frozen,Grocery,Young Singles,26-40,Not Enrolled,North,4,34.9,Large
T00256,C056,P042,2025-11-07,2,2.4,4.8,Westgate,Mobile,2025-11-07,Frozen Vegetables,Frozen,Grocery,Premium Shopper,41-60,Silver,South,5,41.7,Large
T00302,C013,P020,2025-12-02,4,1.6,6.4,Westgate,Mobile,2025-12-02,Cola,Beverages,Grocery,Senior,60+,Silver,Central,4,19.6,Large
T00185,C042,P018,2025-08-24,4,7.2,28.8,Westgate,Card,2025-08-24,Ground Beef,Meat,Fresh Food,Student,18-25,Silver,East,5,44.6,Large
T00180,C044,P039,2025-08-18,2,2.8,5.6,Riverside,Mobile,18-08-2025,Jam,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,North,5,32.9,Large
T00184,C011,P044,2025-08-19,1,5.5,5.5,Hilltop,Card,08/19/2025,Paper Towels,Household,Non-Food,Senior,60+,Not Enrolled,East,5,20.96,Large
T00065,C036,P027,2025-04-05,4,1.3,5.2,Downtown,Cash,2025-04-05,Chocolate Bar,Snacks,Grocery,Premium Shopper,41-60,Bronze,North,3,22.5,Small
T00252,C032,P034,2025-11-10,1,3.9,3.9,Eastpark,Cash,2025-11-10,Cereal,Pantry,Grocery,Family,41-60,Not Enrolled,Central,4,20.6,Large
T00243,C013,P040,2025-11-20,1,5.2,5.2,Riverside,Card,11/20/2025,Frozen Pizza,Frozen,Grocery,Senior,60+,Silver,Central,2,14.6,Small
T00054,C001,P017,2025-03-13,4,6.5,26.0,Hilltop,Cash,2025-03-13,Chicken Breast,Meat,Fresh Food,Student,18-25,Not Enrolled,East,4,62.2,Large
T00041,C026,P013,2025-03-25,4,1.9,7.6,Eastpark,Mobile,2025-03-25,White Bread,Bakery,Fresh Food,Family,41-60,Silver,North,5,17.7,Large
T00148,C007,P040,2025-07-02,1,5.2,5.2,Westgate,Card,2025-07-02,Frozen Pizza,Frozen,Grocery,Family,41-60,Silver,Central,4,19.4,Large
T00298,C036,P025,2025-12-29,2,2.2,4.4,Westgate,Card,2025-12-29,Energy Drink,Beverages,Grocery,Premium Shopper,41-60,Bronze,North,5,39.8,Large
T00021,C029,P008,2025-02-16,1,2.1,2.1,Hilltop,Mobile,02/16/2025,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Silver,East,3,10.4,Small
T00253,C040,P042,2025-11-25,1,2.4,2.4,Eastpark,Cash,2025-11-25,Frozen Vegetables,Frozen,Grocery,Premium Shopper,41-60,Not Enrolled,Central,4,12.86,Large
T00021,C029,P050,2025-02-16,2,2.2,4.4,Hilltop,Mobile,02/16/2025,Hand Soap,Personal Care,Non-Food,Premium Shopper,41-60,Silver,East,3,10.4,Small
T00258,C038,P039,2025-11-24,3,2.8,8.4,Downtown,Mobile,2025-11-24,Jam,Pantry,Grocery,Student,18-25,Bronze,North,6,49.3,Large
T00001,C043,P011,2025-01-13,1,3.8,3.8,Hilltop,Card,2025-01-13,Butter,Dairy,Fresh Food,Student,18-25,Bronze,East,2,9.4,Small
T00288,C013,P012,2025-12-13,3,2.6,7.8,Riverside,Mobile,12/13/2025,Eggs,Dairy,Fresh Food,Senior,60+,Silver,Central,3,11.58,Small
T00094,C029,P035,2025-05-26,2,2.1,4.2,Downtown,Card,2025-05-26,Sugar,Pantry,Grocery,Premium Shopper,41-60,Silver,East,4,25.5,Large
T00115,C045,P018,2025-06-07,5,7.2,36.0,Westgate,Card,2025-06-07,Ground Beef,Meat,Fresh Food,Student,18-25,Silver,East,6,70.2,Large
T00259,C059,P003,2025-11-29,2,1.8,3.6,Hilltop,Voucher,2025-11-29,Tomatoes,Produce,Fresh Food,Budget Shopper,26-40,Gold,Central,5,23.47,Large
T00020,C045,P009,2025-02-26,2,4.5,9.0,Eastpark,Cash,2025-02-26,Cheddar Cheese,Dairy,Fresh Food,Student,18-25,Silver,East,5,44.1,Large
T00248,C004,P044,2025-11-22,3,5.5,16.5,Riverside,Card,11/22/2025,Paper Towels,Household,Non-Food,Young Singles,26-40,Bronze,North,7,79.8,Large
T00224,C008,P020,2025-10-28,1,1.6,1.6,Westgate,Card,2025-10-28,Cola,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,Central,4,12.5,Large
T00225,C030,P032,2025-10-30,1,2.7,2.7,Riverside,Card,10/30/2025,Pasta Sauce,Pantry,Grocery,Family,41-60,Bronze,West,4,22.8,Large
T00223,C058,P027,2025-10-22,3,1.3,3.9,Hilltop,Mobile,2025-10-22,Chocolate Bar,Snacks,Grocery,Family,41-60,Not Enrolled,Central,2,5.5,Small
T00159,C030,P041,2025-07-13,1,4.6,4.6,Eastpark,Mobile,2025-07-13,Ice Cream,Frozen,Grocery,Family,41-60,Bronze,West,6,16.75,Large
T00229,C057,P004,2025-10-13,2,1.4,2.8,Hilltop,Mobile,2025-10-13,Lettuce,Produce,Fresh Food,Student,18-25,Bronze,Central,4,15.7,Large
T00073,C041,P045,2025-04-23,1,2.9,2.9,Westgate,Card,2025-04-23,Dish Soap,Household,Non-Food,Young Singles,26-40,Silver,North,6,28.9,Large
T00263,C009,P036,2025-11-12,3,7.8,23.4,Hilltop,Mobile,2025-11-12,Olive Oil,Pantry,Grocery,Senior,60+,Silver,North,3,27.7,Small
T00238,C028,P036,2025-10-04,3,7.8,23.4,Riverside,Cash,2025-10-04,Olive Oil,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,South,4,46.6,Large
T00246,C039,P041,2025-11-14,1,4.6,4.6,Eastpark,Card,11/14/2025,Ice Cream,Frozen,Grocery,Budget Shopper,26-40,Bronze,West,5,44.0,Large
T00117,C007,P036,2025-06-02,5,7.8,39.0,Westgate,Card,2025-06-02,Olive Oil,Pantry,Grocery,Family,41-60,Silver,Central,4,58.97,Large
T00176,C024,P010,2025-08-11,1,3.2,3.2,Hilltop,Card,08/11/2025,Greek Yogurt,Dairy,Fresh Food,Student,18-25,Not Enrolled,West,4,24.9,Large
T00271,C033,P038,2025-11-22,1,3.5,3.5,Hilltop,Card,2025-11-22,Peanut Butter,Pantry,Grocery,Premium Shopper,41-60,Not Enrolled,Central,6,20.6,Large
T00103,C050,P041,2025-05-07,1,4.6,4.6,Eastpark,Card,2025-05-07,Ice Cream,Frozen,Grocery,Premium Shopper,41-60,Gold,Central,3,14.2,Small
T00282,C019,P012,2025-12-08,4,2.6,10.4,Downtown,Card,12/08/2025,Eggs,Dairy,Fresh Food,Young Singles,26-40,Silver,North,4,38.0,Large
T00259,C059,P010,2025-11-29,4,3.2,12.8,Hilltop,Voucher,2025-11-29,Greek Yogurt,Dairy,Fresh Food,Budget Shopper,26-40,Gold,Central,5,23.47,Large
T00010,C001,P029,2025-01-02,2,2.0,4.0,Hilltop,Mobile,2025-01-02,Popcorn,Snacks,Grocery,Student,18-25,Not Enrolled,East,2,8.8,Small
T00152,C025,P037,2025-07-14,2,1.1,2.2,Downtown,Mobile,2025-07-14,Canned Beans,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,6,21.6,Large
T00185,C042,P005,2025-08-24,4,0.9,3.6,Westgate,Card,2025-08-24,Onions,Produce,Fresh Food,Student,18-25,Silver,East,5,44.6,Large
T00025,C017,P035,2025-02-14,1,2.1,2.1,Downtown,Cash,02/14/2025,Sugar,Pantry,Grocery,Senior,60+,Bronze,North,2,11.0,Small
T00295,C009,P036,2025-12-05,2,7.8,15.6,Eastpark,Mobile,2025-12-05,Olive Oil,Pantry,Grocery,Senior,60+,Silver,North,4,36.4,Large
T00125,C051,P037,2025-06-28,1,1.1,1.1,Downtown,Cash,2025-06-28,Canned Beans,Pantry,Grocery,Young Singles,26-40,Bronze,West,3,6.4,Small
T00013,C053,P013,2025-01-07,5,1.9,9.5,Westgate,Card,01/07/2025,White Bread,Bakery,Fresh Food,Senior,60+,Not Enrolled,South,5,49.8,Large
T00195,C044,P029,2025-09-13,4,2.0,8.0,Westgate,Card,2025-09-13,Popcorn,Snacks,Grocery,Budget Shopper,26-40,Not Enrolled,North,2,22.4,Small
T00245,C012,P035,2025-11-19,5,2.1,10.5,Riverside,Card,2025-11-19,Sugar,Pantry,Grocery,Young Singles,26-40,Not Enrolled,North,4,73.6,Large
T00296,C041,P024,2025-12-17,3,3.6,10.8,Eastpark,Card,2025-12-17,Tea Bags,Beverages,Grocery,Young Singles,26-40,Silver,North,3,14.5,Small
T00238,C028,P010,2025-10-04,3,3.2,9.6,Riverside,Cash,2025-10-04,Greek Yogurt,Dairy,Fresh Food,Budget Shopper,26-40,Not Enrolled,South,4,46.6,Large
T00088,C016,P035,2025-05-12,2,2.1,4.2,Eastpark,Card,2025-05-12,Sugar,Pantry,Grocery,Young Singles,26-40,Bronze,Central,2,22.2,Small
T00015,C048,P040,2025-01-24,2,5.2,10.4,Riverside,Card,2025-01-24,Frozen Pizza,Frozen,Grocery,Student,18-25,Bronze,South,5,28.7,Large
T00073,C041,P035,2025-04-23,2,2.1,4.2,Westgate,Card,2025-04-23,Sugar,Pantry,Grocery,Young Singles,26-40,Silver,North,6,28.9,Large
T00128,C047,P020,2025-06-21,2,1.6,3.2,Westgate,Card,06/21/2025,Cola,Beverages,Grocery,Young Singles,26-40,Silver,East,3,8.45,Small
T00223,C058,P020,2025-10-22,1,1.6,1.6,Hilltop,Mobile,2025-10-22,Cola,Beverages,Grocery,Family,41-60,Not Enrolled,Central,2,5.5,Small
T00165,C011,P023,2025-08-18,2,8.9,17.8,Westgate,Card,2025-08-18,Coffee Beans,Beverages,Grocery,Senior,60+,Not Enrolled,East,5,34.5,Large
T00304,C016,P045,2025-12-26,5,2.9,14.5,Downtown,Voucher,2025-12-26,Dish Soap,Household,Non-Food,Young Singles,26-40,Bronze,Central,4,26.9,Large
T00281,C056,P045,2025-12-19,1,2.9,2.9,Downtown,Cash,2025-12-19,Dish Soap,Household,Non-Food,Premium Shopper,41-60,Silver,South,3,44.0,Small
T00101,C060,P042,2025-05-11,1,2.4,2.4,Riverside,Card,11-05-2025,Frozen Vegetables,Frozen,Grocery,Student,18-25,Silver,East,5,38.45,Large
T00199,C055,P012,2025-09-19,1,2.6,2.6,Westgate,Card,09/19/2025,Eggs,Dairy,Fresh Food,Student,18-25,Bronze,North,5,51.0,Large
T00197,C052,P046,2025-09-29,1,9.4,9.4,Eastpark,Card,29-09-2025,Laundry Detergent,Household,Non-Food,Young Singles,26-40,Not Enrolled,East,3,16.2,Small
T00176,C024,P009,2025-08-11,2,4.5,9.0,Hilltop,Card,08/11/2025,Cheddar Cheese,Dairy,Fresh Food,Student,18-25,Not Enrolled,West,4,24.9,Large
T00202,C038,P032,2025-09-13,2,2.7,5.4,Downtown,Card,2025-09-13,Pasta Sauce,Pantry,Grocery,Student,18-25,Bronze,North,6,37.8,Large
T00214,C027,P003,2025-09-29,3,1.8,5.4,Hilltop,Card,2025-09-29,Tomatoes,Produce,Fresh Food,Family,41-60,Silver,East,5,31.3,Large
T00171,C018,P050,2025-08-21,1,2.2,2.2,Westgate,Card,2025-08-21,Hand Soap,Personal Care,Non-Food,Young Singles,26-40,Bronze,East,4,8.85,Large
T00286,C023,P008,2025-12-17,1,2.1,2.1,Westgate,Mobile,12/17/2025,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Bronze,Central,3,12.8,Small
T00208,C031,P043,2025-09-03,2,3.0,6.0,Downtown,Card,2025-09-03,Frozen Fries,Frozen,Grocery,Student,18-25,Bronze,East,3,22.1,Small
T00247,C046,P043,2025-11-11,1,3.0,3.0,Downtown,Mobile,2025-11-11,Frozen Fries,Frozen,Grocery,Premium Shopper,41-60,Silver,Central,4,40.6,Large
T00259,C059,P008,2025-11-29,2,2.1,4.2,Hilltop,Voucher,2025-11-29,Whole Milk,Dairy,Fresh Food,Budget Shopper,26-40,Gold,Central,5,23.47,Large
T00062,C059,P018,2025-04-23,2,7.2,14.4,Westgate,Card,2025-04-23,Ground Beef,Meat,Fresh Food,Budget Shopper,26-40,Gold,Central,4,43.9,Large
T00157,C026,P003,2025-07-19,2,1.8,3.6,Eastpark,Cash,19-07-2025,Tomatoes,Produce,Fresh Food,Family,41-60,Silver,North,4,14.0,Large
T00106,C040,P021,2025-05-28,2,3.4,6.8,Westgate,Card,05/28/2025,Orange Juice,Beverages,Grocery,Premium Shopper,41-60,Not Enrolled,Central,2,7.9,Small
T00124,C031,P045,2025-06-05,2,2.9,5.8,Riverside,Cash,05-06-2025,Dish Soap,Household,Non-Food,Student,18-25,Bronze,East,3,16.8,Small
T00030,C050,P006,2025-02-18,3,0.85,2.55,Westgate,Cash,02/18/2025,Carrots,Produce,Fresh Food,Premium Shopper,41-60,Gold,Central,4,41.25,Large
T00257,C027,P044,2025-11-09,1,5.5,5.5,Westgate,Card,2025-11-09,Paper Towels,Household,Non-Food,Family,41-60,Silver,East,2,9.9,Small
T00239,C004,P006,2025-10-09,1,0.85,0.85,Eastpark,Card,2025-10-09,Carrots,Produce,Fresh Food,Young Singles,26-40,Bronze,North,3,6.25,Small
T00054,C001,P044,2025-03-13,4,5.5,22.0,Hilltop,Cash,2025-03-13,Paper Towels,Household,Non-Food,Student,18-25,Not Enrolled,East,4,62.2,Large
T00071,C004,P017,2025-04-20,2,6.5,13.0,Downtown,Card,20-04-2025,Chicken Breast,Meat,Fresh Food,Young Singles,26-40,Bronze,North,4,22.6,Large
T00245,C012,P033,2025-11-19,2,4.2,8.4,Riverside,Card,2025-11-19,Rice,Pantry,Grocery,Young Singles,26-40,Not Enrolled,North,4,73.6,Large
T00218,C039,P017,2025-10-16,1,6.5,6.5,Westgate,Card,10/16/2025,Chicken Breast,Meat,Fresh Food,Budget Shopper,26-40,Bronze,West,4,26.2,Large
T00287,C012,P024,2025-12-09,1,3.6,3.6,Eastpark,Card,2025-12-09,Tea Bags,Beverages,Grocery,Young Singles,26-40,Not Enrolled,North,6,21.3,Large
