TransactionID,CustomerID,ProductID,ProductName,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,CustomerSegment,StoreLocation,PaymentType
T00110,C054,P025,Energy Drink,Beverages,06/17/2025,5,2.20,11.00,Premium Shopper,Eastpark,Cash
T00077,C006,P037,Canned Beans,Pantry ,2025-04-28,1,1.10,1.10,Premium Shopper,Eastpark,Cash
T00041,C026,P011,Butter,Dairy,2025-03-25,1,3.80,3.80,Family,Eastpark,Mobile
T00065,C036,P008,Whole Milk,dairy,2025-04-05,4,2.10,8.40,Premium Shopper,Downtown,Cash
T00069,C048,P021,Orange Juice,beverages,2025-04-03,1,3.40,3.40,Student,Eastpark,Card
T00147,C003,P038,Peanut Butter,Pantry,2025-07-22,3,3.50,10.50,Student,Riverside,Voucher
T00292,C041,P020,Cola,Beverages,2025-12-06,1,1.60,1.60,Young Singles,Hilltop,Card
T00184,C011,P001,Bananas,Produce,08/19/2025,4,0.59,2.36,Senior,Hilltop,Card
T00231,C054,P003,Tomatoes,Produce,2025-10-09,1,1.80,1.80,Premium Shopper,Eastpark,Voucher
T00028,C026,P007,Avocado,Produce,2025-02-13,1,1.50,1.50,Family,Riverside,Card
T00146,C057,P022,Sparkling Water,Beverages,2025-07-23,1,1.10,1.10,Student,Eastpark,Cash
T00230,C041,P018,  Ground Beef ,Meat ,2025-10-22,2,7.20,14.40,Young Singles,Downtown,Card
T00250,C038,P011,Butter,Dairy,2025-11-25,1,3.80,3.80,Student,Eastpark,Mobile
T00214,C027,P020,Cola,beverages,2025-09-29,4,1.60,6.40,Family,Hilltop,Card
T00022,C009,P022,Sparkling Water,Beverages,2025-02-03,1,1.10,1.10,Senior,Riverside,Card
T00055,C041,P003,Tomatoes,Produce,2025-03-03,1,1.80,1.80,Young Singles,Westgate,Voucher
T00100,C034,P039,Jam,Pantry ,05/22/2025,1,2.80,2.80,Budget Shopper,Hilltop,Card
T00179,C004,P039,Jam,Pantry,2025-08-21,1,2.80,2.80,Young Singles,Riverside,Cash
T00108,C035,P004,Lettuce,Produce ,2025-06-10,2,1.40,2.80,Senior,Downtown,Mobile
T00252,C032,P008,Whole Milk,Dairy,2025-11-10,,2.10,2.10,Family,Eastpark,Cash
T00255,C032,P006,Carrots,Produce,2025-11-15,2,0.85,1.70,Family,Downtown,Card
T00119,C054,P003,Tomatoes,Produce,2025-06-02,1,1.80,1.80,,Westgate,Mobile
T00130,C027,P014,Whole Wheat Bread,Bakery,06/22/2025,1,2.40,2.40,Family,Eastpark,Mobile
T00287,C012,P027,Chocolate Bar,Snacks,2025-12-09,2,1.30,2.60,Young Singles,Eastpark,Card
T00273,C024,P035,Sugar,PANTRY,2025-11-14,2,2.10,4.20,Student,Downtown,Mobile
T00116,C014,P009,Cheddar Cheese,Dairy,2025-06-16,1,4.50,4.50,Senior,Riverside,Mobile
T00031,C023,P018,Ground Beef,Meat,02/07/2025,2,$7.20,$14.40,Premium Shopper,Hilltop,Card
T00174,C060,P011,Butter,Dairy,2025-08-04,4,3.80,15.20,Student,Riverside,Card
T00227,C044,P007,Avocado,Produce,2025-10-01,2,1.50,3.00,Budget Shopper,Downtown,Cash
T00288,C013,P027,Chocolate Bar,Snacks,12/13/2025,2,1.30,2.60,Senior,Riverside,Mobile
T00037,C019,P005,Onions,Produce,03/16/2025,2,0.90,1.80,Young Singles,Downtown,Card
T00013,C053,P005,Onions,Produce,01/07/2025,5,0.90,4.50,Senior,Westgate,Card
T00220,C053,P024,Tea Bags,Beverages,2025-10-17,1,3.60,3.60,Senior,Eastpark,Card
T00168,C056,P046,Laundry Detergent,Household,2025-08-15,2,9.40,18.80,Premium Shopper,Downtown,Mobile
T00205,C025,P025,Energy Drink,Beverages,02-09-2025,,2.20,2.20,Budget Shopper,Westgate,Mobile
T00182,C042,P016,Croissant,Bakery,2025-08-22,1,3.10,3.10,Student,Downtown,Card
T00020,C045,P030,Pretzels,Snacks,2025-02-26,3,2.30,6.90,Student,Eastpark,Cash
T00048,C056,P019,Bacon,Meat,2025-03-23,3,$5.40,$16.20,Premium Shopper,Downtown,Card
T00244,C038,P033,Rice,Pantry,2025-11-22,4,4.20,16.80,Student,Downtown,Mobile
T00084,C031,P011,Butter,Dairy,2025-05-21,1,3.80,3.80,Student,Hilltop,Cash
T00040,C055,P026,Potato Chips,SNACKS,2025-03-04,1,2.50,2.50,Student,Riverside,Card
T00080,C020,P048,Shampoo,Personal Care,04/03/2025,3,4.80,14.40,Budget Shopper,Eastpark,Card
T00206,C005,P022,Sparkling Water,beverages,2025-09-04,1,1.10,1.10,Young Singles,Hilltop,Card
T00171,C018,P020,Cola,Beverages,2025-08-21,1,1.60,1.60,Young Singles,Westgate,Card
T00212,C047,P034,Cereal,Pantry,2025-09-30,3,3.90,11.70,Young Singles,Downtown,Card
T00168,C056,P038,  Peanut Butter ,Pantry,2025-08-15,2,$3.50,$7.00,Premium Shopper,Downtown,Mobile
T00058,C018,P006,Carrots,Produce,13-03-2025,1,0.85,0.85,Young Singles,Riverside,Voucher
T00030,C050,P021,Orange Juice,Beverages,02/18/2025,2,3.40,6.80,Premium Shopper,Westgate,Cash
T00160,C046,P011,Butter,Dairy,2025-07-26,4,3.80,15.20,Premium Shopper,Downtown,Card
T00211,C029,P013,White Bread,Bakery,2025-09-25,3,1.90,5.70,Premium Shopper,Riverside,Voucher
T00297,C019,P049,Toothpaste,Personal Care,2025-12-12,3,2.70,8.10,Young Singles,Westgate,Cash
T00033,C035,P034,Cereal,Pantry,02/24/2025,1,3.90,3.90,Senior,Riverside,Card
T00081,C050,P022,Sparkling Water,Beverages,04/17/2025,3,1.10,3.30,Premium Shopper,Eastpark,Mobile
T00045,C025,P031,Pasta,Pantry,2025-03-19,1,1.50,1.50,Budget Shopper,Riverside,Mobile
T00198,C002,P032,Pasta Sauce,Pantry,2025-09-06,3,2.70,8.10,Family,Hilltop,Cash
T00080,C020,P045,Dish Soap,Household,04/03/2025,1,2.90,2.90,Budget Shopper,Eastpark,Card
T00214,C027,P012,Eggs,Dairy,2025-09-29,1,2.60,2.60,Family,Hilltop,Card
T00135,C018,P013,White Bread,Bakery,2025-06-02,1,1.90,1.90,Young Singles,Westgate,Mobile
T00094,C029,P024,Tea Bags,Beverages,2025-05-26,4,3.60,14.40,Premium Shopper,Downtown,Card
T00165,C011,P020,Cola,Beverages,2025-08-18,1,1.60,1.60,,Westgate,Card
T00312,C043,P020,Cola,Beverages,2025-12-23,2,1.60,3.20,Student,Westgate,Mobile
T00084,C031,P006,Carrots,produce,2025-05-21,1,0.85,0.85,Student,Hilltop,Cash
T00298,C036,P023,Coffee Beans,Beverages,2025-12-29,2,8.90,17.80,Premium Shopper,Westgate,Card
T00057,C045,P035,Sugar,Pantry,2025-03-02,2,2.10,4.20,Student,Hilltop,Card
T00094,C029,P003,Tomatoes,Produce,2025-05-26,2,1.80,3.60,Premium Shopper,Downtown,Card
T00224,C008,P040,Frozen Pizza,Frozen,2025-10-28,1,5.20,5.20,Budget Shopper,Westgate,Card
T00297,C019,P031,Pasta,Pantry,2025-12-12,2,1.50,3.00,Young Singles,Westgate,Cash
T00008,C009,P007,Avocado,Produce,13-01-2025,,1.50,1.50,Senior,Hilltop,Cash
T00092,C026,P032,Pasta Sauce,Pantry,2025-05-29,1,$2.70,$2.70,Family,Westgate,Mobile
T00202,C038,P021,Orange Juice,Beverages,2025-09-13,,3.40,3.40,Student,Downtown,Card
T00030,C050,P016,Croissant,bakery,02/18/2025,1,3.10,3.10,Premium Shopper,Westgate,Cash
T00013,C053,P011,Butter,Dairy,01/07/2025,5,3.80,19.00,Senior,Westgate,Card
T00145,C051,P034,Cereal,Pantry,07/21/2025,1,$3.90,$3.90,Young Singles,Hilltop,Cash
T00207,C014,P035,Sugar,PANTRY,2025-09-11,1,2.10,2.10,Senior,Riverside,Card
T00263,C009,P020,Cola,Beverages,2025-11-12,1,1.60,1.60,Senior,Hilltop,Mobile
T00012,C036,P016,Croissant,Bakery,01/25/2025,2,3.10,6.20,Premium Shopper,Westgate,Voucher
T00092,C026,P006,Carrots,Produce,2025-05-29,1,0.85,0.85,Family,Westgate,Mobile
T00002,C041,P016,Croissant,Bakery,23-01-2025,2,3.10,6.20,Young Singles,Downtown,Card
T00034,C018,P049,Toothpaste,personal care,2025-02-05,1,2.70,2.70,Young Singles,Downtown,Voucher
T00162,C014,P007,Avocado,Produce,07/23/2025,2,1.50,3.00,Senior,Riverside,Card
T00277,C060,P050,Hand Soap,personal care,2025-12-13,2,2.20,4.40,Student,Westgate,Cash
T00140,C034,P004,Lettuce,Produce,2025-07-02,2,1.40,2.80,Budget Shopper,Downtown,Mobile
T00240,C042,P039,Jam,Pantry,2025-10-24,5,2.80,14.00,Student,Downtown,Card
T00058,C018,P043,Frozen Fries,Frozen,13-03-2025,1,3.00,3.00,Young Singles,Riverside,Voucher
T00038,C010,P008,Whole Milk,Dairy,03/27/2025,1,2.10,2.10,Family,Downtown,Card
T00293,C029,P012,Eggs,Dairy,2025-12-29,4,2.60,10.40,Premium Shopper,Hilltop,Mobile
T00029,C042,P028,Cookies,Snacks,2025-02-17,2,2.90,,Student,Hilltop,Card
T00041,C026,P027,Chocolate Bar,Snacks,2025-03-25,2,1.30,2.60,,Eastpark,Mobile
T00098,C051,P035,Sugar,Pantry ,2025-05-07,5,2.10,10.50,Young Singles,Riverside,Card
T00092,C026,P024,Tea Bags,Beverages,2025-05-29,2,3.60,7.20,Family,Westgate,Mobile
T00260,C012,P043,Frozen Fries,Frozen,2025-11-06,1,3.00,3.00,Young Singles,Riverside,Cash
T00222,C053,P035,Sugar,Pantry,10/19/2025,3,2.10,6.30,Senior,Riverside,Card
T00103,C050,P035,Sugar,Pantry,2025-05-07,2,$2.10,$4.20,Premium Shopper,Eastpark,Card
T00276,C007,P046,Laundry Detergent,household,12/06/2025,5,9.40,47.00,Family,Riverside,Cash
T00044,C018,P029,Popcorn,Snacks,2025-03-17,2,2.00,4.00,Young Singles,Downtown,Card
T00270,C058,P023,Coffee Beans,Beverages,2025-11-02,5,8.90,44.50,Family,Eastpark,Card
T00151,C009,P007,Avocado,produce,2025-07-04,3,1.50,4.50,Senior,Downtown,Card
T00306,C023,P045,Dish Soap,Household,2025-12-13,2,2.90,5.80,Premium Shopper,Riverside,Card
T00208,C031,P042,Frozen Vegetables,Frozen,2025-09-03,4,2.40,9.60,Student,Downtown,Card
T00135,C018,P043,Frozen Fries,Frozen,2025-06-02,5,3.00,,Young Singles,Westgate,Mobile
T00026,C013,P037,Canned Beans,Pantry,2025-02-08,5,1.10,5.50,Senior,Downtown,Cash
T00291,C035,P032,Pasta Sauce,Pantry,2025-12-21,1,2.70,2.70,Senior,Riverside,Voucher
T00011,C045,P009,Cheddar Cheese,Dairy,01/29/2025,3,4.50,13.50,Student,Riverside,Cash
T00114,C052,P020,Cola,Beverages,2025-06-21,1,1.60,1.60,Young Singles,Hilltop,Cash
T00032,C019,P024,Tea Bags,Beverages,2025-02-03,,3.60,7.20,Young Singles,Riverside,Card
T00299,C012,P045,Dish Soap,Household,2025-12-03,5,2.90,14.50,Young Singles,Riverside,Card
T00190,C060,P018,Ground Beef,Meat,08/11/2025,2,7.20,14.40,Student,Westgate,Mobile
T00225,C030,P041,Ice Cream,Frozen,10/30/2025,3,4.60,13.80,Family,Riverside,Card
T00062,C059,P009,Cheddar Cheese,Dairy,2025-04-23,5,4.50,22.50,Budget Shopper,Westgate,Card
T00090,C023,P009,Cheddar Cheese,Dairy,2025-05-02,2,4.50,9.00,Premium Shopper,Eastpark,Card
T00270,C058,P002,Apples,Produce,2025-11-02,3,1.20,3.60,Family,Eastpark,Card
T00113,C034,P025,Energy Drink,Beverages,05-06-2025,1,2.20,2.20,Budget Shopper,Riverside,Cash
T00247,C046,P027,Chocolate Bar,Snacks,2025-11-11,3,1.30,3.90,Premium Shopper,Downtown,Mobile
T00218,C039,P045,Dish Soap,Household,10/16/2025,3,2.90,8.70,Budget Shopper,Westgate,Card
T00024,C030,P002,Apples,Produce,2025-02-27,1,1.20,1.20,Family,Riverside,Voucher
T00202,C038,P041,Ice Cream,Frozen,2025-09-13,3,4.60,13.80,Student,Downtown,Card
T00080,C020,P043,Frozen Fries,Frozen,04/03/2025,5,3.00,15.00,Budget Shopper,Eastpark,Card
T00009,C043,P036,Olive Oil,Pantry,2025-01-01,2,7.80,15.60,Student,Eastpark,Card
T00093,C029,P018,Ground Beef,Meat,12-05-2025,1,7.20,7.20,Premium Shopper,Downtown,Mobile
T00209,C017,P043,Frozen Fries,Frozen,2025-09-15,1,3.00,3.00,Senior,Riverside,Mobile
T00034,C018,P009,Cheddar Cheese,Dairy,2025-02-05,1,4.50,4.50,Young Singles,Downtown,Voucher
T00234,C021,P009,Cheddar Cheese,Dairy,2025-10-22,2,4.50,9.00,Family,Westgate,Mobile
T00053,C033,P008,Whole Milk,DAIRY,2025-03-17,2,2.10,4.20,Premium Shopper,Hilltop,Mobile
T00118,C042,P048,Shampoo,personal care,2025-06-10,3,4.80,14.40,Student,Downtown,Mobile
T00186,C020,P020,Cola,Beverages,2025-08-28,1,1.60,1.60,Budget Shopper,Hilltop,Card
T00177,C044,P008,Whole Milk,Dairy,2025-08-20,5,2.10,10.50,Budget Shopper,Westgate,Mobile
T00047,C055,P032,Pasta Sauce,Pantry,2025-03-22,2,2.70,,Student,Eastpark,Card
T00166,C049,P030,Pretzels,Snacks,2025-08-26,2,2.30,4.60,Family,Riverside,Card
T00251,C017,P010,Greek Yogurt,Dairy,11/28/2025,2,3.20,6.40,Senior,Downtown,Card
T00305,C045,P036,Olive Oil,pantry,2025-12-05,3,7.80,23.40,Student,Eastpark,Mobile
T00102,C060,P042,Frozen Vegetables,Frozen,05/27/2025,3,2.40,7.20,Student,Eastpark,Card
T00009,C043,P007,Avocado,Produce,2025-01-01,2,1.50,3.00,Student,Eastpark,Card
T00083,C052,P030,Pretzels,Snacks,2025-05-10,3,2.30,6.90,Young Singles,Westgate,Mobile
T00042,C016,P030,Pretzels,Snacks,2025-03-26,1,2.30,2.30,Young Singles,Riverside,Card
T00293,C029,P024,Tea Bags,BEVERAGES,2025-12-29,1,3.60,3.60,Premium Shopper,Hilltop,Mobile
T00219,C018,P031,Pasta,Pantry,10/07/2025,2,1.50,3.00,Young Singles,Westgate,Cash
T00238,C028,P020,Cola,Beverages,2025-10-04,2,1.60,3.20,Budget Shopper,Riverside,Cash
T00121,C019,P021,Orange Juice,Beverages,2025-06-26,1,3.40,3.40,Young Singles,Eastpark,Mobile
T00059,C015,P009,Cheddar Cheese,dairy,04/28/2025,2,4.50,9.00,Premium Shopper,Hilltop,Mobile
T00007,C005,P038,Peanut Butter,Pantry,01/06/2025,2,3.50,7.00,Young Singles,Eastpark,Card
T00166,C049,P011,Butter,Dairy,2025-08-26,2,3.80,7.60,Family,Riverside,Card
T00173,C051,P041,Ice Cream,Frozen,08/16/2025,3,4.60,13.80,Young Singles,Hilltop,Mobile
T00310,C046,P030,Pretzels,Snacks,20-12-2025,1,2.30,2.30,Premium Shopper,Downtown,Card
T00175,C007,P001,Bananas,Produce ,2025-08-23,3,0.59,1.77,Family,Downtown,Card
T00230,C041,P027,Chocolate Bar,Snacks ,2025-10-22,3,1.30,3.90,Young Singles,Downtown,Card
T00281,C056,P023,Coffee Beans,Beverages,2025-12-19,4,8.90,35.60,Premium Shopper,Downtown,Cash
T00015,C048,P024,Tea Bags,Beverages,2025-01-24,2,3.60,7.20,Student,Riverside,Card
T00213,C037,P037,Canned Beans,Pantry,05-09-2025,3,1.10,3.30,,Eastpark,Cash
T00142,C033,P008,  Whole Milk ,Dairy,01-07-2025,3,2.10,6.30,Premium Shopper,Westgate,Mobile
T00256,C056,P028,Cookies,Snacks,2025-11-07,2,2.90,5.80,Premium Shopper,Westgate,Mobile
T00283,C056,P040,Frozen Pizza,Frozen,2025-12-08,1,5.20,5.20,Premium Shopper,Hilltop,Card
T00141,C002,P047,Trash Bags,Household,2025-07-16,1,4.10,4.10,Family,Downtown,Cash
T00193,C007,P004,Lettuce,Produce,09/08/2025,3,1.40,4.20,Family,Westgate,Card
T00044,C018,P032,Pasta Sauce,Pantry,2025-03-17,2,2.70,5.40,Young Singles,Downtown,Card
T00151,C009,P002,Apples,Produce,2025-07-04,2,1.20,2.40,Senior,Downtown,Card
T00039,C021,P038,Peanut Butter,Pantry,2025-03-24,2,3.50,7.00,Family,Eastpark,Card
T00271,C033,P009,Cheddar Cheese,Dairy,2025-11-22,1,4.50,4.50,Premium Shopper,Hilltop,Card
T00230,C041,P009,Cheddar Cheese,Dairy ,2025-10-22,1,4.50,4.50,Young Singles,Downtown,Card
T00299,C012,P020,Cola,beverages,2025-12-03,5,1.60,8.00,Young Singles,Riverside,Card
T00149,C006,P018,Ground Beef,Meat,2025-07-13,1,7.20,7.20,Premium Shopper,Eastpark,Card
T00101,C060,P017,Chicken Breast,Meat,11-05-2025,2,6.50,13.00,,Riverside,Card
T00099,C034,P021,Orange Juice,Beverages,05/16/2025,2,3.40,6.80,Budget Shopper,Westgate,Mobile
T00221,C056,P039,Jam,Pantry,10/11/2025,2,2.80,5.60,Premium Shopper,Hilltop,Card
T00316,C047,P045,Dish Soap,Household,12/07/2025,2,2.90,5.80,Young Singles,Downtown,Mobile
T00009,C043,P009,Cheddar Cheese,Dairy,2025-01-01,1,4.50,4.50,Student,Eastpark,Card
T00214,C027,P018,Ground Beef,Meat,2025-09-29,2,7.20,14.40,Family,Hilltop,Card
T00176,C024,P042,Frozen Vegetables,Frozen,08/11/2025,3,2.40,7.20,Student,Hilltop,Card
T00277,C060,P004,Lettuce,Produce,2025-12-13,2,1.40,2.80,Student,Westgate,Cash
T00103,C050,P019,Bacon,Meat,2025-05-07,1,5.40,5.40,Premium Shopper,Eastpark,Card
T00227,C044,P035,Sugar,Pantry,2025-10-01,2,2.10,4.20,Budget Shopper,Downtown,Cash
T00262,C043,P028,Cookies,Snacks,2025-11-20,1,2.90,2.90,Student,Hilltop,Mobile
T00245,C012,P023,Coffee Beans,Beverages,2025-11-19,5,8.90,44.50,Young Singles,Riverside,Card
T00279,C048,P023,Coffee Beans,Beverages,2025-12-01,1,8.90,8.90,Student,Downtown,Voucher
T00228,C057,P011,Butter,Dairy ,14-10-2025,2,3.80,7.60,Student,Riverside,Card
T00158,C040,P041,Ice Cream,Frozen,2025-07-21,2,4.60,9.20,Premium Shopper,Downtown,Cash
T00089,C056,P023,Coffee Beans,Beverages,2025-05-13,3,8.90,26.70,Premium Shopper,Westgate,Card
T00253,C040,P043,Frozen Fries,Frozen,2025-11-25,2,3.00,6.00,Premium Shopper,Eastpark,Cash
T00229,C057,P043,Frozen Fries,frozen,2025-10-13,3,3.00,9.00,Student,Hilltop,Mobile
T00075,C042,P005,Onions,Produce,19-04-2025,3,0.90,2.70,Student,Eastpark,Card
T00083,C052,P037,Canned Beans,Pantry,2025-05-10,1,1.10,1.10,Young Singles,Westgate,Mobile
T00266,C012,P011,Butter,dairy,2025-11-06,1,$3.80,$3.80,Young Singles,Eastpark,Voucher
T00198,C002,P018,Ground Beef,Meat,2025-09-06,1,7.20,7.20,Family,Hilltop,Cash
T00004,C029,P049,Toothpaste,Personal Care,2025-01-03,3,2.70,8.10,Premium Shopper,Eastpark,Card
T00060,C017,P031,Pasta,Pantry,2025-04-06,2,1.50,3.00,Senior,Downtown,Card
T00308,C055,P020,Cola,Beverages,2025-12-20,2,1.60,3.20,Student,Hilltop,Mobile
T00023,C025,P027,Chocolate Bar,Snacks,2025-02-19,4,1.30,5.20,Budget Shopper,Westgate,Card
T00107,C032,P014,Whole Wheat Bread,Bakery,2025-05-15,1,2.40,2.40,Family,Hilltop,Cash
T00100,C034,P009,Cheddar Cheese,Dairy,05/22/2025,1,4.50,4.50,Budget Shopper,Hilltop,Card
T00012,C036,P020,Cola,Beverages,01/25/2025,1,$1.60,$1.60,Premium Shopper,Westgate,Voucher
T00225,C030,P022,Sparkling Water,Beverages,10/30/2025,1,1.10,1.10,Family,Riverside,Card
T00127,C020,P038,Peanut Butter,PANTRY,06/26/2025,2,3.50,7.00,Budget Shopper,Downtown,Card
T00189,C058,P006,Carrots,Produce,08/08/2025,1,0.85,0.85,Family,Eastpark,Card
T00264,C017,P002,Apples,produce,11/07/2025,1,1.20,1.20,Senior,Downtown,Mobile
T00271,C033,P039,Jam,Pantry,2025-11-22,1,2.80,2.80,Premium Shopper,Hilltop,Card
T00192,C010,P004,Lettuce,Produce,11-08-2025,2,1.40,2.80,Family,Downtown,Mobile
T00143,C030,P025,Energy Drink,beverages,2025-07-13,2,2.20,4.40,Family,Eastpark,Card
T00008,C009,P035,Sugar,Pantry,13-01-2025,4,2.10,8.40,Senior,Hilltop,Cash
T00034,C018,P041,Ice Cream,Frozen,2025-02-05,1,4.60,4.60,Young Singles,Downtown,Voucher
T00001,C043,P015,Bagels,bakery,2025-01-13,2,2.80,5.60,Student,Hilltop,Card
T00054,C001,P042,Frozen Vegetables,Frozen,2025-03-13,4,2.40,9.60,Student,Hilltop,Cash
T00310,C046,P023,Coffee Beans,Beverages,20-12-2025,3,8.90,26.70,Premium Shopper,Downtown,Card
T00069,C048,P024,Tea Bags,Beverages,2025-04-03,1,3.60,3.60,Student,Eastpark,Card
T00188,C054,P048,Shampoo,Personal Care,2025-08-21,,$4.80,$4.80,,Downtown,Voucher
T00270,C058,P034,Cereal,Pantry,2025-11-02,2,3.90,7.80,Family,Eastpark,Card
T00154,C021,P026,Potato Chips,Snacks,2025-07-10,1,2.50,2.50,,Eastpark,Voucher
T00248,C004,P045,Dish Soap,Household,11/22/2025,3,2.90,8.70,Young Singles,Riverside,Card
T00194,C042,P002,Apples,Produce,2025-09-21,2,1.20,2.40,Student,Downtown,Cash
T00162,C014,P035,Sugar,Pantry,07/23/2025,2,2.10,4.20,Senior,Riverside,Card
T00155,C021,P013,White Bread,Bakery,07/08/2025,2,1.90,3.80,Family,Westgate,Card
T00175,C007,P045,Dish Soap,Household,2025-08-23,1,2.90,2.90,Family,Downtown,Card
T00189,C058,P048,Shampoo,Personal Care,08/08/2025,1,4.80,4.80,Family,Eastpark,Card
T00037,C019,P030,Pretzels,Snacks,03/16/2025,1,2.30,2.30,Young Singles,Downtown,Card
T00108,C035,P037,Canned Beans,Pantry,2025-06-10,2,1.10,2.20,Senior,Downtown,Mobile
T00192,C010,P044,Paper Towels,Household,11-08-2025,1,5.50,5.50,Family,Downtown,Mobile
T00178,C016,P047,Trash Bags,Household,2025-08-05,1,4.10,4.10,Young Singles,Hilltop,Mobile
T00164,C008,P039,Jam,Pantry,2025-07-10,1,2.80,2.80,Budget Shopper,Riverside,Card
T00077,C006,P003,Tomatoes,Produce,2025-04-28,4,1.80,7.20,Premium Shopper,Eastpark,Cash
T00093,C029,P004,Lettuce,Produce,12-05-2025,1,1.40,1.40,Premium Shopper,Downtown,Mobile
T00187,C047,P027,Chocolate Bar,Snacks,2025-08-07,1,1.30,1.30,Young Singles,Eastpark,Mobile
T00228,C057,P013,White Bread,Bakery,14-10-2025,2,1.90,3.80,Student,Riverside,Card
T00085,C024,P021,Orange Juice,Beverages,2025-05-17,3,3.40,10.20,Student,Riverside,Card
T00297,C019,P032,Pasta Sauce,Pantry,2025-12-12,2,2.70,5.40,Young Singles,Westgate,Cash
T00212,C047,P034,Cereal,Pantry,2025-09-30,3,3.90,11.70,Young Singles,Downtown,Card
T00210,C038,P031,Pasta,Pantry,09/25/2025,2,1.50,3.00,,Riverside,Cash
T00220,C053,P035,Sugar,Pantry,2025-10-17,2,2.10,4.20,Senior,Eastpark,Card
T00152,C025,P034,Cereal,Pantry,2025-07-14,1,3.90,3.90,Budget Shopper,Downtown,Mobile
T00237,C042,P037,Canned Beans,Pantry,10/09/2025,2,1.10,2.20,Student,Hilltop,Card
T00165,C011,P009,Cheddar Cheese,Dairy,2025-08-18,1,4.50,4.50,Senior,Westgate,Card
T00194,C042,P013,White Bread,Bakery ,2025-09-21,3,1.90,5.70,Student,Downtown,Cash
T00252,C032,P033,Rice,Pantry,2025-11-10,1,4.20,4.20,Family,Eastpark,Cash
T00284,C040,P031,Pasta,Pantry,2025-12-16,4,1.50,,Premium Shopper,Downtown,Mobile
T00237,C042,P048,Shampoo,Personal Care,10/09/2025,2,4.80,9.60,Student,Hilltop,Card
T00015,C048,P020,Cola,Beverages,2025-01-24,1,1.60,1.60,Student,Riverside,Card
T00258,C038,P006,Carrots,Produce,2025-11-24,2,0.85,1.70,Student,Downtown,Mobile
T00285,C032,P009,Cheddar Cheese,Dairy,09-12-2025,1,4.50,4.50,Family,Riverside,Voucher
T00268,C056,P033,Rice,Pantry,2025-11-27,3,4.20,12.60,Premium Shopper,Hilltop,Cash
T00059,C015,P010,Greek Yogurt,Dairy,04/28/2025,1,3.20,3.20,Premium Shopper,Hilltop,Mobile
T00283,C056,P020,Cola,Beverages ,2025-12-08,3,1.60,4.80,Premium Shopper,Hilltop,Card
T00267,C018,P024,Tea Bags,Beverages,2025-11-27,1,3.60,3.60,Young Singles,Hilltop,Cash
T00164,C008,P009,Cheddar Cheese,Dairy,2025-07-10,2,4.50,9.00,Budget Shopper,Riverside,Card
T00098,C051,P037,Canned Beans,Pantry,2025-05-07,1,1.10,1.10,Young Singles,Riverside,Card
T00316,C047,P040,Frozen Pizza,Frozen,12/07/2025,2,$5.20,$10.40,Young Singles,Downtown,Mobile
T00212,C047,P018,Ground Beef,Meat,2025-09-30,2,7.20,14.40,Young Singles,Downtown,Card
T00035,C053,P037,Canned Beans,Pantry,2025-02-04,2,1.10,2.20,Senior,Downtown,Card
T00038,C010,P037,Canned Beans,Pantry,03/27/2025,2,1.10,2.20,Family,Downtown,Card
T00147,C003,P025,Energy Drink,Beverages,2025-07-22,4,2.20,8.80,Student,Riverside,Voucher
T00086,C059,P040,Frozen Pizza,Frozen,2025-05-10,3,5.20,15.60,Budget Shopper,Westgate,Mobile
T00019,C057,P042,Frozen Vegetables,Frozen,2025-02-14,2,2.40,4.80,Student,Eastpark,Card
T00314,C017,P047,Trash Bags,Household,2025-12-24,5,4.10,20.50,Senior,Hilltop,Voucher
T00288,C013,P001,Bananas,Produce,12/13/2025,2,0.59,1.18,Senior,Riverside,Mobile
T00020,C045,P034,Cereal,Pantry,2025-02-26,2,3.90,7.80,Student,Eastpark,Cash
T00115,C045,P037,Canned Beans,Pantry,2025-06-07,1,1.10,1.10,Student,Westgate,Card
T00309,C003,P039,Jam,Pantry,2025-12-03,3,2.80,8.40,Student,Riverside,Card
T00095,C018,P008,Whole Milk,Dairy,2025-05-21,1,2.10,2.10,Young Singles,Riverside,Voucher
T00089,C056,P002,Apples,Produce,2025-05-13,,1.20,2.40,Premium Shopper,Westgate,Card
T00027,C053,P020,Cola,Beverages,2025-02-25,2,1.60,3.20,Senior,Riverside,Voucher
T00010,C001,P048,Shampoo,PERSONAL CARE,2025-01-02,1,4.80,4.80,Student,Hilltop,Mobile
T00109,C026,P013,White Bread,Bakery,2025-06-04,4,1.90,7.60,Family,Hilltop,Mobile
T00180,C044,P042,Frozen Vegetables,Frozen,18-08-2025,4,2.40,9.60,Budget Shopper,Riverside,Mobile
T00227,C044,P025,Energy Drink,beverages,2025-10-01,1,2.20,2.20,Budget Shopper,Downtown,Cash
T00140,C034,P027,Chocolate Bar,Snacks,2025-07-02,3,1.30,3.90,Budget Shopper,Downtown,Mobile
T00293,C029,P011,Butter,Dairy,2025-12-29,1,3.80,3.80,Premium Shopper,Hilltop,Mobile
T00175,C007,P034,Cereal,Pantry,2025-08-23,3,3.90,11.70,Family,Downtown,Card
T00178,C016,P050,Hand Soap,Personal Care,2025-08-05,3,2.20,6.60,Young Singles,Hilltop,Mobile
